"state","crime","incidents","victims"
"A & N Islands","Dacoity- Dacoity-Sec 395 to 398 IPC",0,0
"Chandigarh","Dacoity- Dacoity-Sec 395 to 398 IPC",5,5
"D&N Haveli","Dacoity- Dacoity-Sec 395 to 398 IPC",3,3
"Daman & Diu","Dacoity- Dacoity-Sec 395 to 398 IPC",1,1
"Delhi","Dacoity- Dacoity-Sec 395 to 398 IPC",43,44
"Lakshadweep","Dacoity- Dacoity-Sec 395 to 398 IPC",0,0
"Puducherry","Dacoity- Dacoity-Sec 395 to 398 IPC",2,2
"Andhra Pradesh","Dacoity- Dacoity with Murder-Sec 396 IPC",1,1
"Arunachal Pradesh","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Assam","Dacoity- Dacoity with Murder-Sec 396 IPC",2,2
"Bihar","Dacoity- Dacoity with Murder-Sec 396 IPC",7,7
"Chhattisgarh","Dacoity- Dacoity with Murder-Sec 396 IPC",2,2
"Goa","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Gujarat","Dacoity- Dacoity with Murder-Sec 396 IPC",4,5
"Haryana","Dacoity- Dacoity with Murder-Sec 396 IPC",1,1
"Himachal Pradesh","Dacoity- Dacoity with Murder-Sec 396 IPC",1,1
"Jammu & Kashmir","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Jharkhand","Dacoity- Dacoity with Murder-Sec 396 IPC",11,11
"Karnataka","Dacoity- Dacoity with Murder-Sec 396 IPC",2,2
"Kerala","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Madhya Pradesh","Dacoity- Dacoity with Murder-Sec 396 IPC",8,12
"Maharashtra","Dacoity- Dacoity with Murder-Sec 396 IPC",12,15
"Manipur","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Meghalaya","Dacoity- Dacoity with Murder-Sec 396 IPC",5,6
"Mizoram","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Nagaland","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Odisha","Dacoity- Dacoity with Murder-Sec 396 IPC",1,1
"Punjab","Dacoity- Dacoity with Murder-Sec 396 IPC",1,1
"Rajasthan","Dacoity- Dacoity with Murder-Sec 396 IPC",3,3
"Sikkim","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Tamil Nadu","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Telangana","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Tripura","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Uttar Pradesh","Dacoity- Dacoity with Murder-Sec 396 IPC",12,17
"Uttarakhand","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"West Bengal","Dacoity- Dacoity with Murder-Sec 396 IPC",3,5
"A & N Islands","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Chandigarh","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"D&N Haveli","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Daman & Diu","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Delhi","Dacoity- Dacoity with Murder-Sec 396 IPC",3,3
"Lakshadweep","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Puducherry","Dacoity- Dacoity with Murder-Sec 396 IPC",0,0
"Andhra Pradesh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",2,NA
"Arunachal Pradesh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Assam","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",4,NA
"Bihar","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",62,NA
"Chhattisgarh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",8,NA
"Goa","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Gujarat","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",24,NA
"Haryana","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",89,NA
"Himachal Pradesh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Jammu & Kashmir","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Jharkhand","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",12,NA
"Karnataka","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",509,NA
"Kerala","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",51,NA
"Madhya Pradesh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",189,NA
"Maharashtra","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",255,NA
"Manipur","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",1,NA
"Meghalaya","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Mizoram","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Nagaland","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Odisha","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",110,NA
"Punjab","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",170,NA
"Rajasthan","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",79,NA
"Sikkim","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Tamil Nadu","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",83,NA
"Telangana","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Tripura","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Uttar Pradesh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",73,NA
"Uttarakhand","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",5,NA
"West Bengal","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",1320,NA
"A & N Islands","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Chandigarh","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"D&N Haveli","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Daman & Diu","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Delhi","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",5,NA
"Lakshadweep","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Puducherry","Making Preparation and Assembly for committing Dacoity-Sec 399- 402 IPC",0,NA
"Andhra Pradesh","Criminal Breach of Trust-Sec 406 to 409 IPC",764,785
"Arunachal Pradesh","Criminal Breach of Trust-Sec 406 to 409 IPC",33,33
"Assam","Criminal Breach of Trust-Sec 406 to 409 IPC",1767,1767
"Bihar","Criminal Breach of Trust-Sec 406 to 409 IPC",1361,1382
"Chhattisgarh","Criminal Breach of Trust-Sec 406 to 409 IPC",139,140
"Goa","Criminal Breach of Trust-Sec 406 to 409 IPC",39,39
"Gujarat","Criminal Breach of Trust-Sec 406 to 409 IPC",1330,1820
"Haryana","Criminal Breach of Trust-Sec 406 to 409 IPC",1184,1184
"Himachal Pradesh","Criminal Breach of Trust-Sec 406 to 409 IPC",119,119
"Jammu & Kashmir","Criminal Breach of Trust-Sec 406 to 409 IPC",78,78
"Jharkhand","Criminal Breach of Trust-Sec 406 to 409 IPC",292,294
"Karnataka","Criminal Breach of Trust-Sec 406 to 409 IPC",395,400
"Kerala","Criminal Breach of Trust-Sec 406 to 409 IPC",274,535
"Madhya Pradesh","Criminal Breach of Trust-Sec 406 to 409 IPC",498,498
"Maharashtra","Criminal Breach of Trust-Sec 406 to 409 IPC",2036,2037
"Manipur","Criminal Breach of Trust-Sec 406 to 409 IPC",18,18
"Meghalaya","Criminal Breach of Trust-Sec 406 to 409 IPC",63,62
"Mizoram","Criminal Breach of Trust-Sec 406 to 409 IPC",31,32
"Nagaland","Criminal Breach of Trust-Sec 406 to 409 IPC",22,22
"Odisha","Criminal Breach of Trust-Sec 406 to 409 IPC",449,451
"Punjab","Criminal Breach of Trust-Sec 406 to 409 IPC",285,285
"Rajasthan","Criminal Breach of Trust-Sec 406 to 409 IPC",406,408
"Sikkim","Criminal Breach of Trust-Sec 406 to 409 IPC",6,6
"Tamil Nadu","Criminal Breach of Trust-Sec 406 to 409 IPC",122,123
"Telangana","Criminal Breach of Trust-Sec 406 to 409 IPC",639,660
"Tripura","Criminal Breach of Trust-Sec 406 to 409 IPC",30,30
"Uttar Pradesh","Criminal Breach of Trust-Sec 406 to 409 IPC",3912,3916
"Uttarakhand","Criminal Breach of Trust-Sec 406 to 409 IPC",161,161
"West Bengal","Criminal Breach of Trust-Sec 406 to 409 IPC",1646,1668
"A & N Islands","Criminal Breach of Trust-Sec 406 to 409 IPC",5,5
"Chandigarh","Criminal Breach of Trust-Sec 406 to 409 IPC",22,22
"D&N Haveli","Criminal Breach of Trust-Sec 406 to 409 IPC",6,6
"Daman & Diu","Criminal Breach of Trust-Sec 406 to 409 IPC",3,3
"Delhi","Criminal Breach of Trust-Sec 406 to 409 IPC",559,610
"Lakshadweep","Criminal Breach of Trust-Sec 406 to 409 IPC",0,0
"Puducherry","Criminal Breach of Trust-Sec 406 to 409 IPC",14,14
"Andhra Pradesh","Cheating-Sec 420 IPC",4877,4922
"Arunachal Pradesh","Cheating-Sec 420 IPC",107,107
"Assam","Cheating-Sec 420 IPC",4171,4171
"Bihar","Cheating-Sec 420 IPC",5889,5920
"Chhattisgarh","Cheating-Sec 420 IPC",1068,1079
"Goa","Cheating-Sec 420 IPC",141,1566
"Gujarat","Cheating-Sec 420 IPC",1693,2003
"Haryana","Cheating-Sec 420 IPC",3155,3158
"Himachal Pradesh","Cheating-Sec 420 IPC",346,346
"Jammu & Kashmir","Cheating-Sec 420 IPC",538,544
"Jharkhand","Cheating-Sec 420 IPC",2254,2479
"Karnataka","Cheating-Sec 420 IPC",7117,7156
"Kerala","Cheating-Sec 420 IPC",4623,4897
"Madhya Pradesh","Cheating-Sec 420 IPC",1957,1958
"Maharashtra","Cheating-Sec 420 IPC",9792,9836
"Manipur","Cheating-Sec 420 IPC",88,94
"Meghalaya","Cheating-Sec 420 IPC",197,197
"Mizoram","Cheating-Sec 420 IPC",71,71
"Nagaland","Cheating-Sec 420 IPC",57,57
"Odisha","Cheating-Sec 420 IPC",3197,3245
"Punjab","Cheating-Sec 420 IPC",3947,4037
"Rajasthan","Cheating-Sec 420 IPC",18602,18773
"Sikkim","Cheating-Sec 420 IPC",52,55
"Tamil Nadu","Cheating-Sec 420 IPC",3093,3328
"Telangana","Cheating-Sec 420 IPC",8394,8785
"Tripura","Cheating-Sec 420 IPC",79,84
"Uttar Pradesh","Cheating-Sec 420 IPC",10553,10560
"Uttarakhand","Cheating-Sec 420 IPC",888,891
"West Bengal","Cheating-Sec 420 IPC",6893,6919
"A & N Islands","Cheating-Sec 420 IPC",76,76
"Chandigarh","Cheating-Sec 420 IPC",188,188
"D&N Haveli","Cheating-Sec 420 IPC",13,13
"Daman & Diu","Cheating-Sec 420 IPC",21,21
"Delhi","Cheating-Sec 420 IPC",5396,6726
"Lakshadweep","Cheating-Sec 420 IPC",1,1
"Puducherry","Cheating-Sec 420 IPC",77,114
"Andhra Pradesh","Arson-Sec 435 to 438 IPC",519,519
"Arunachal Pradesh","Arson-Sec 435 to 438 IPC",31,30
"Assam","Arson-Sec 435 to 438 IPC",664,676
"Bihar","Arson-Sec 435 to 438 IPC",472,493
"Chhattisgarh","Arson-Sec 435 to 438 IPC",341,341
"Goa","Arson-Sec 435 to 438 IPC",17,19
"Gujarat","Arson-Sec 435 to 438 IPC",242,245
"Haryana","Arson-Sec 435 to 438 IPC",1070,1054
"Himachal Pradesh","Arson-Sec 435 to 438 IPC",94,94
"Jammu & Kashmir","Arson-Sec 435 to 438 IPC",268,269
"Jharkhand","Arson-Sec 435 to 438 IPC",143,143
"Karnataka","Arson-Sec 435 to 438 IPC",471,420
"Kerala","Arson-Sec 435 to 438 IPC",554,545
"Madhya Pradesh","Arson-Sec 435 to 438 IPC",800,793
"Maharashtra","Arson-Sec 435 to 438 IPC",1338,1340
"Manipur","Arson-Sec 435 to 438 IPC",59,47
"Meghalaya","Arson-Sec 435 to 438 IPC",29,22
"Mizoram","Arson-Sec 435 to 438 IPC",27,25
"Nagaland","Arson-Sec 435 to 438 IPC",3,2
"Odisha","Arson-Sec 435 to 438 IPC",524,535
"Punjab","Arson-Sec 435 to 438 IPC",78,78
"Rajasthan","Arson-Sec 435 to 438 IPC",370,368
"Sikkim","Arson-Sec 435 to 438 IPC",17,14
"Tamil Nadu","Arson-Sec 435 to 438 IPC",513,477
"Telangana","Arson-Sec 435 to 438 IPC",451,450
"Tripura","Arson-Sec 435 to 438 IPC",34,30
"Uttar Pradesh","Arson-Sec 435 to 438 IPC",1325,1319
"Uttarakhand","Arson-Sec 435 to 438 IPC",9,9
"West Bengal","Arson-Sec 435 to 438 IPC",523,533
"A & N Islands","Arson-Sec 435 to 438 IPC",9,9
"Chandigarh","Arson-Sec 435 to 438 IPC",8,8
"D&N Haveli","Arson-Sec 435 to 438 IPC",2,2
"Daman & Diu","Arson-Sec 435 to 438 IPC",2,2
"Delhi","Arson-Sec 435 to 438 IPC",183,183
"Lakshadweep","Arson-Sec 435 to 438 IPC",5,0
"Puducherry","Arson-Sec 435 to 438 IPC",1,1
"Andhra Pradesh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",62,64
"Arunachal Pradesh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",3,3
"Assam","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",66,66
"Bihar","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",17,17
"Chhattisgarh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",35,35
"Goa","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",4,3
"Gujarat","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",73,50
"Haryana","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",21,21
"Himachal Pradesh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",4,4
"Jammu & Kashmir","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",7,7
"Jharkhand","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",3,1
"Karnataka","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",94,86
"Kerala","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",43,39
"Madhya Pradesh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",26,25
"Maharashtra","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",122,114
"Manipur","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",7,2
"Meghalaya","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",7,3
"Mizoram","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",6,6
"Nagaland","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",2,1
"Odisha","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",20,20
"Punjab","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",22,14
"Rajasthan","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",29,23
"Sikkim","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",0,0
"Tamil Nadu","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",99,20
"Telangana","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",54,62
"Tripura","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",4,4
"Uttar Pradesh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",159,99
"Uttarakhand","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",45,45
"West Bengal","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",327,311
"A & N Islands","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",0,0
"Chandigarh","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",0,0
"D&N Haveli","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",0,0
"Daman & Diu","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",0,0
"Delhi","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",77,73
"Lakshadweep","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",0,0
"Puducherry","Property Marks- Counterfeiting- Counterfeit Currency- Bank notes-Sec 489A to 489E IPC",5,5
"Andhra Pradesh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Arunachal Pradesh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,2
"Assam","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Bihar","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",3,5
"Chhattisgarh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Goa","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Gujarat","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",3,3
"Haryana","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",3,3
"Himachal Pradesh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Jammu & Kashmir","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Jharkhand","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",5,5
"Karnataka","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",2,2
"Kerala","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Madhya Pradesh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Maharashtra","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",2,2
"Manipur","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Meghalaya","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",2,2
"Mizoram","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Nagaland","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Odisha","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",2,2
"Punjab","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Rajasthan","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",2,2
"Sikkim","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Tamil Nadu","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Telangana","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",6,6
"Tripura","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Uttar Pradesh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Uttarakhand","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"West Bengal","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"A & N Islands","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Chandigarh","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"D&N Haveli","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Daman & Diu","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Delhi","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",3,2
"Lakshadweep","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Puducherry","Property Marks- Counterfeiting- Offences Related To Counterfeit Coin- Stamp-Sec 231 235 237 238 240-242 243- 255 IPC",0,0
"Andhra Pradesh","Property Marks- Forgery-Sec 465-468- 471 IPC",228,228
"Arunachal Pradesh","Property Marks- Forgery-Sec 465-468- 471 IPC",24,22
"Assam","Property Marks- Forgery-Sec 465-468- 471 IPC",515,500
"Bihar","Property Marks- Forgery-Sec 465-468- 471 IPC",1358,1360
"Chhattisgarh","Property Marks- Forgery-Sec 465-468- 471 IPC",40,40
"Goa","Property Marks- Forgery-Sec 465-468- 471 IPC",15,12
"Gujarat","Property Marks- Forgery-Sec 465-468- 471 IPC",364,362
"Haryana","Property Marks- Forgery-Sec 465-468- 471 IPC",760,760
"Himachal Pradesh","Property Marks- Forgery-Sec 465-468- 471 IPC",38,38
"Jammu & Kashmir","Property Marks- Forgery-Sec 465-468- 471 IPC",19,19
"Jharkhand","Property Marks- Forgery-Sec 465-468- 471 IPC",565,597
"Karnataka","Property Marks- Forgery-Sec 465-468- 471 IPC",372,343
"Kerala","Property Marks- Forgery-Sec 465-468- 471 IPC",277,298
"Madhya Pradesh","Property Marks- Forgery-Sec 465-468- 471 IPC",344,344
"Maharashtra","Property Marks- Forgery-Sec 465-468- 471 IPC",1056,1101
"Manipur","Property Marks- Forgery-Sec 465-468- 471 IPC",24,1
"Meghalaya","Property Marks- Forgery-Sec 465-468- 471 IPC",55,55
"Mizoram","Property Marks- Forgery-Sec 465-468- 471 IPC",11,11
"Nagaland","Property Marks- Forgery-Sec 465-468- 471 IPC",59,57
"Odisha","Property Marks- Forgery-Sec 465-468- 471 IPC",88,88
"Punjab","Property Marks- Forgery-Sec 465-468- 471 IPC",17,15
"Rajasthan","Property Marks- Forgery-Sec 465-468- 471 IPC",4550,4551
"Sikkim","Property Marks- Forgery-Sec 465-468- 471 IPC",3,3
"Tamil Nadu","Property Marks- Forgery-Sec 465-468- 471 IPC",185,185
"Telangana","Property Marks- Forgery-Sec 465-468- 471 IPC",193,202
"Tripura","Property Marks- Forgery-Sec 465-468- 471 IPC",33,38
"Uttar Pradesh","Property Marks- Forgery-Sec 465-468- 471 IPC",1141,1141
"Uttarakhand","Property Marks- Forgery-Sec 465-468- 471 IPC",195,195
"West Bengal","Property Marks- Forgery-Sec 465-468- 471 IPC",797,789
"A & N Islands","Property Marks- Forgery-Sec 465-468- 471 IPC",1,1
"Chandigarh","Property Marks- Forgery-Sec 465-468- 471 IPC",0,0
"D&N Haveli","Property Marks- Forgery-Sec 465-468- 471 IPC",0,0
"Daman & Diu","Property Marks- Forgery-Sec 465-468- 471 IPC",2,2
"Delhi","Property Marks- Forgery-Sec 465-468- 471 IPC",392,734
"Lakshadweep","Property Marks- Forgery-Sec 465-468- 471 IPC",0,0
"Puducherry","Property Marks- Forgery-Sec 465-468- 471 IPC",8,8
"Andhra Pradesh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",6461,6466
"Arunachal Pradesh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",50,51
"Assam","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",9321,9321
"Bihar","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",3794,3794
"Chhattisgarh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",622,623
"Goa","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",23,23
"Gujarat","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",3732,3738
"Haryana","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",3313,3314
"Himachal Pradesh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",214,214
"Jammu & Kashmir","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",342,342
"Jharkhand","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",1002,1002
"Karnataka","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",2556,2567
"Kerala","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",3455,3462
"Madhya Pradesh","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",6264,6264
"Maharashtra","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",7215,7215
"Manipur","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",29,31
"Meghalaya","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",26,26
"Mizoram","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",19,19
"Nagaland","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",3,3
"Odisha","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",2781,2781
"Punjab","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",1568,1568
"Rajasthan","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",13811,13814
"Sikkim","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",2,2
"Tamil Nadu","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",1256,1256
"Telangana","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",7202,7206
"Tripura","Miscellaneous- Cruelty By Husband or His Relatives-Sec 498A IPC",430,430
